@relation 'CBCK-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.Remove-R3-4,7-13'

@attribute CBO numeric
@attribute WNC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
1,2,1,1,40,GA
6,12,1,36,134,GA
2,6,4,1,60,GA
3,25,14,41,267,GA
4,7,12,0,46,GA
1,5,0,2,50,GA
0,8,0,20,73,RANDOM
6,12,1,36,134,GA
3,6,8,6,77,RANDOM
12,24,1,210,242,GA
1,2,1,1,40,GA
4,8,1,10,98,GA
4,26,24,29,247,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
11,22,1,171,224,GA
3,2,5,1,38,RANDOM
3,32,38,78,256,GA
4,4,12,1,104,GA
4,5,5,0,40,RANDOM
11,25,20,1,154,GA
1,2,1,1,40,GA
9,63,39,250,358,GA
2,2,2,0,15,RANDOM
1,2,1,1,40,GA
1,3,3,1,41,GA
1,2,1,1,40,GA
6,11,21,3,75,GA
2,5,6,1,70,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
4,68,55,20,696,GA
1,4,11,0,38,GA
4,8,1,10,98,GA
9,18,1,105,188,GA
6,12,1,36,134,GA
2,4,4,2,53,GA
2,13,14,4,91,GA
2,6,8,0,57,GA
7,4,4,3,63,GA
1,2,1,1,40,GA
5,37,22,9,191,GA
6,31,15,54,167,GA
7,24,13,49,205,GA
2,18,14,0,109,GA
7,86,53,164,417,GA
44,74,105,532,558,RANDOM
0,4,0,6,62,GA
0,2,4,1,34,RANDOM
6,4,23,1,91,GA
8,51,24,439,509,GA
3,7,3,21,39,GA
4,25,25,13,170,GA
3,9,10,1,60,GA
5,10,1,21,116,GA
1,4,0,2,26,GA
6,12,1,36,134,GA
11,8,6,13,74,RANDOM
0,0,0,0,37,RANDOM
5,28,54,125,237,RANDOM
3,1,0,0,60,RANDOM
8,16,1,78,170,GA
4,2,7,1,40,RANDOM
2,3,2,3,36,GA
7,39,18,235,382,GA
8,16,1,78,170,GA
2,9,0,0,84,GA
3,7,14,13,74,GA
6,64,25,679,378,GA
1,2,0,1,25,RANDOM
6,10,16,0,135,RANDOM
6,23,27,0,215,GA
2,12,12,0,72,GA
6,16,8,0,99,GA
3,17,29,4,119,RANDOM
10,24,13,105,186,GA
9,97,69,35,581,RANDOM
6,12,1,36,134,GA
12,8,13,0,56,GA
5,25,14,63,156,GA
2,11,11,15,119,RANDOM
3,6,3,3,100,GA
5,7,5,1,30,RANDOM
3,3,0,3,31,GA
2,7,5,4,51,GA
12,28,27,107,267,RANDOM
1,13,1,4,52,GA
1,2,1,1,40,GA
4,26,11,10,105,GA
7,19,10,19,146,GA
0,0,0,0,58,RANDOM
4,5,4,0,52,RANDOM
2,3,1,0,17,GA
6,12,1,36,134,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,11,3,35,54,GA
6,10,5,0,88,GA
4,25,32,26,319,GA
0,0,0,0,25,RANDOM
2,6,4,0,78,GA
8,32,19,157,312,GA
7,14,1,55,152,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,7,5,0,59,GA
7,19,10,19,146,GA
4,8,1,10,98,GA
2,2,1,1,14,GA
12,18,20,10,119,GA
7,22,11,32,178,GA
4,9,4,1,47,GA
5,5,4,6,100,GA
0,8,2,16,56,GA
11,22,1,171,224,GA
5,2,2,1,58,GA
42,94,107,0,749,GA
13,219,148,1576,1097,GA
6,8,24,0,88,GA
2,24,12,211,209,GA
5,16,29,0,185,GA
17,89,0,2582,1593,GA
4,8,1,10,98,GA
5,10,1,21,116,GA
1,2,1,1,40,GA
3,6,10,0,79,RANDOM
2,3,4,3,51,RANDOM
1,2,1,1,40,GA
0,2,5,1,32,RANDOM
1,16,24,9,103,GA
11,8,12,0,54,GA
0,3,2,1,38,RANDOM
9,8,10,1,68,GA
1,2,1,1,40,RANDOM
1,2,1,1,40,GA
7,14,1,55,152,GA
1,3,24,3,51,RANDOM
1,3,3,1,18,GA
7,14,1,55,152,RANDOM
1,5,3,4,59,RANDOM
2,2,1,1,44,GA
1,5,5,0,91,GA
8,16,1,78,170,GA
1,2,1,1,40,GA
0,7,0,15,135,GA
17,128,46,1225,471,GA
1,2,1,1,40,GA
4,59,37,0,251,GA
1,1,1,0,20,GA
14,28,1,300,278,GA
1,2,1,1,40,GA
16,46,65,0,463,GA
6,7,4,4,49,GA
1,2,1,1,40,GA
21,40,16,276,226,RANDOM
5,29,31,71,143,GA
3,5,1,0,75,GA
2,6,7,10,69,GA
2,4,3,1,40,RANDOM
1,2,1,1,40,GA
10,66,69,126,427,GA
1,4,0,6,52,RANDOM
5,10,1,21,116,GA
3,12,21,3,69,GA
11,7,9,6,150,GA
4,8,1,10,98,GA
13,26,1,253,260,GA
4,9,7,1,121,GA
3,2,3,1,40,RANDOM
1,2,1,1,40,GA
0,7,5,1,66,GA
9,11,9,12,86,GA
1,2,1,1,40,GA
0,16,21,0,256,GA
11,22,43,134,172,GA
15,30,1,351,296,GA
1,4,1,1,41,GA
13,23,43,6,212,GA
0,15,16,36,117,GA
4,20,0,98,368,GA
1,2,6,0,37,GA
0,4,0,2,60,RANDOM
4,35,36,50,408,GA
2,2,0,0,12,RANDOM
0,7,0,3,37,RANDOM
12,24,1,210,242,GA
7,27,47,91,148,RANDOM
9,25,65,0,251,GA
3,6,1,3,80,GA
6,5,6,6,55,GA
1,18,6,9,101,GA
5,10,1,21,116,GA
0,17,7,45,109,GA
3,8,7,8,95,GA
26,119,64,1157,845,GA
5,7,0,10,41,GA
7,14,1,55,152,GA
6,12,1,36,134,GA
7,32,15,217,138,GA
8,16,1,78,170,GA
9,18,1,105,188,GA
3,15,15,13,124,GA
2,16,7,58,148,GA
2,3,3,3,23,GA
10,16,8,0,84,RANDOM
5,10,1,21,116,GA
18,36,1,528,350,GA
1,2,1,1,40,GA
1,2,0,1,34,RANDOM
3,5,3,4,56,GA
1,45,22,563,335,GA
8,28,16,56,236,GA
21,209,157,4965,1287,GA
0,5,11,3,48,GA
7,14,1,55,152,GA
15,52,77,168,371,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
2,40,103,457,572,GA
2,32,116,150,674,GA
1,4,4,0,41,GA
1,2,1,1,40,GA
5,10,19,1,139,RANDOM
11,22,1,171,224,GA
13,26,1,253,260,GA
9,18,1,105,188,GA
14,41,29,37,283,GA
1,3,2,0,19,RANDOM
17,94,61,322,571,RANDOM
2,2,2,0,52,GA
2,16,7,41,151,GA
0,3,0,0,30,RANDOM
8,8,6,10,92,GA
6,37,31,46,176,RANDOM
5,4,3,0,31,GA
12,24,1,210,242,GA
9,29,15,33,176,GA
8,22,39,34,226,GA
1,7,3,2,66,GA
0,0,0,0,43,RANDOM
12,24,1,210,242,GA
9,11,8,21,116,GA
1,2,1,1,40,GA
6,5,3,3,68,GA
10,8,15,1,103,GA
6,19,8,0,110,GA
7,12,1,0,70,GA
7,13,38,5,219,RANDOM
3,6,1,3,80,GA
4,19,16,0,101,GA
11,5,21,1,76,RANDOM
1,1,0,0,21,GA
1,46,60,70,380,GA
1,2,1,0,78,GA
8,16,1,78,170,GA
1,2,1,1,40,GA
4,11,8,13,55,GA
0,10,10,6,119,GA
1,14,15,6,109,GA
1,2,1,1,40,GA
4,10,2,21,94,GA
1,2,1,1,40,GA
2,12,6,0,109,GA
0,6,8,6,60,RANDOM
1,2,1,1,40,GA
6,12,1,36,134,GA
20,90,57,2446,322,RANDOM
22,8,13,15,163,GA
0,3,0,3,51,RANDOM
4,36,3,37,137,GA
2,2,1,1,14,GA
2,11,8,0,75,GA
0,7,0,3,44,GA
3,4,1,0,53,GA
12,24,1,210,242,GA
2,1,4,0,33,RANDOM
1,2,1,1,40,GA
5,13,21,11,97,RANDOM
3,11,20,1,92,RANDOM
1,2,1,1,40,GA
15,30,1,351,296,GA
6,26,23,0,152,GA
2,12,12,0,72,GA
8,4,6,6,64,GA
3,8,6,11,55,GA
1,4,2,0,54,GA
15,30,1,351,296,GA
1,8,0,1,68,GA
1,2,1,1,40,GA
6,58,49,62,409,RANDOM
4,24,8,1,174,GA
13,55,40,51,468,GA
10,20,1,136,206,GA
1,2,1,1,40,GA
1,7,12,3,59,GA
10,43,65,0,343,RANDOM
2,10,10,4,55,RANDOM
0,0,0,0,33,RANDOM
9,6,11,1,42,GA
6,53,24,0,248,GA
8,16,1,78,170,GA
4,24,11,19,104,GA
4,24,20,0,151,GA
1,2,1,1,40,GA
12,24,1,210,242,GA
19,33,26,225,238,GA
2,8,2,9,36,GA
1,2,0,1,43,RANDOM
2,20,23,0,164,GA
0,3,0,0,30,GA
1,2,1,1,40,GA
8,16,1,78,170,GA
8,16,1,78,170,GA
10,16,36,13,166,RANDOM
3,9,9,4,132,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
5,12,14,0,85,GA
4,4,3,0,32,RANDOM
2,3,5,0,64,RANDOM
2,17,9,6,181,GA
5,23,10,21,136,GA
12,24,1,210,242,GA
0,17,0,96,81,GA
5,50,54,297,224,RANDOM
0,6,8,1,56,GA
6,11,17,0,131,GA
1,10,3,0,118,GA
3,6,1,3,80,GA
4,8,1,10,98,GA
1,3,3,1,16,GA
1,2,1,1,40,GA
0,3,9,1,53,GA
4,8,1,0,66,GA
0,4,8,6,62,RANDOM
3,14,17,13,90,GA
2,7,14,4,55,RANDOM
13,26,1,253,260,GA
12,24,1,210,242,GA
4,8,1,10,98,GA
8,16,1,78,170,GA
4,25,0,145,469,GA
1,2,1,1,40,GA
11,11,0,55,77,RANDOM
0,2,0,0,44,GA
0,3,2,1,35,GA
7,45,23,439,480,GA
1,2,1,1,40,GA
14,8,2,6,52,GA
0,14,7,15,110,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
0,8,0,20,105,GA
0,0,0,0,19,RANDOM
3,21,14,0,226,GA
17,30,51,0,399,RANDOM
12,24,1,210,242,GA
1,2,1,1,40,GA
3,26,23,0,167,GA
3,11,8,4,49,RANDOM
2,4,2,4,44,GA
9,3,7,1,36,RANDOM
0,21,9,52,166,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
10,20,1,136,206,GA
6,20,39,34,192,GA
4,9,14,1,90,RANDOM
2,8,13,11,68,GA
4,6,5,0,64,RANDOM
11,4,4,6,46,GA
2,28,8,106,119,GA
0,4,10,1,41,GA
0,4,5,0,31,GA
3,6,1,3,80,GA
2,2,0,1,37,GA
22,77,81,55,510,GA
7,14,1,55,152,GA
1,9,12,0,137,GA
1,2,1,1,40,GA
11,22,1,171,224,GA
4,133,22,0,749,GA
0,3,0,1,21,GA
14,152,106,780,717,GA
13,26,1,253,260,GA
0,3,0,0,53,GA
13,26,1,253,260,GA
30,27,58,73,238,GA
0,10,3,14,80,GA
7,96,45,30,530,GA
2,1,3,0,14,GA
5,6,10,1,80,GA
8,16,1,78,170,GA
13,26,1,253,260,GA
2,1,1,0,16,RANDOM
3,32,24,17,238,GA
1,2,1,1,40,GA
0,17,28,39,152,GA
5,10,1,21,116,GA
3,18,25,28,193,GA
11,39,67,370,204,GA
3,23,15,0,208,GA
8,22,27,72,174,GA
4,3,0,0,17,GA
2,2,0,1,45,RANDOM
4,8,1,10,98,GA
1,2,1,1,40,GA
14,28,1,300,278,GA
1,4,0,0,38,GA
4,13,17,0,175,GA
3,11,4,31,103,GA
2,7,8,0,57,GA
1,11,6,1,49,GA
11,27,39,274,366,GA
2,10,2,0,58,RANDOM
3,29,23,0,242,GA
10,74,49,33,358,GA
1,2,1,1,40,GA
14,13,29,74,87,GA
1,2,1,1,40,GA
5,35,45,332,234,GA
9,29,26,146,230,RANDOM
1,2,0,1,15,GA
1,2,1,1,40,GA
3,43,42,69,191,GA
0,2,0,0,44,GA
5,34,35,0,262,GA
12,17,14,0,148,GA
3,12,4,16,132,GA
7,14,1,55,152,GA
6,8,19,1,61,GA
11,22,1,171,224,GA
18,43,42,0,328,RANDOM
1,2,1,1,40,GA
1,2,0,1,47,RANDOM
2,98,14,99,465,GA
11,30,42,23,366,GA
6,12,22,11,73,GA
11,16,38,45,149,GA
10,45,33,49,264,GA
2,12,11,6,90,GA
1,2,0,0,26,GA
3,23,52,0,131,GA
12,11,20,0,165,GA
3,2,2,0,18,RANDOM
3,2,2,0,19,RANDOM
8,40,46,2,249,GA
4,10,28,4,125,GA
4,5,6,10,48,GA
17,34,1,465,332,GA
2,2,2,1,14,GA
19,25,42,5,220,GA
9,18,23,0,155,GA
6,39,41,43,289,GA
3,20,26,0,142,RANDOM
12,20,31,0,146,RANDOM
5,6,7,0,72,GA
2,2,1,1,12,GA
1,2,1,1,40,GA
1,19,7,131,210,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,9,4,13,57,GA
3,25,0,161,462,GA
2,7,6,10,58,RANDOM
4,2,0,1,31,GA
2,4,0,6,50,GA
7,12,6,18,241,GA
3,0,0,0,24,RANDOM
0,4,2,4,35,GA
5,2,3,1,22,GA
12,24,1,210,242,GA
1,2,1,1,40,GA
6,38,27,0,451,GA
2,0,0,0,23,RANDOM
11,22,1,171,224,GA
2,5,0,1,79,GA
2,43,11,95,209,GA
1,2,1,1,40,GA
14,30,55,70,235,RANDOM
4,6,15,0,81,RANDOM
1,2,1,1,40,GA
11,22,1,171,224,GA
1,2,1,1,40,GA
1,4,0,0,20,RANDOM
15,55,66,327,511,GA
0,5,7,4,92,GA
1,2,1,1,40,GA
16,59,88,17,445,RANDOM
0,6,2,5,99,GA
5,4,16,0,92,GA
10,20,1,136,206,GA
1,2,1,1,40,GA
1,1,0,0,18,GA
2,20,27,30,174,RANDOM
1,4,0,0,16,GA
6,13,3,70,103,GA
6,22,16,112,165,GA
7,54,9,0,249,GA
2,14,9,3,90,GA
0,0,0,0,4,RANDOM
7,22,10,25,134,GA
12,24,1,210,242,GA
2,22,45,137,201,GA
1,2,1,1,40,GA
2,5,2,0,39,GA
0,2,0,0,48,GA
2,11,16,0,106,GA
6,3,0,3,83,GA
1,2,1,1,40,GA
4,8,1,10,98,GA
7,54,9,0,249,GA
1,2,1,1,40,GA
1,2,1,1,40,RANDOM
7,37,20,280,389,GA
10,20,1,136,206,GA
6,6,16,1,46,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
7,14,1,55,152,GA
8,16,1,78,170,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,1,0,0,24,GA
3,27,43,41,187,GA
5,10,1,21,116,GA
9,18,1,105,188,GA
9,18,1,105,188,GA
2,5,3,8,86,RANDOM
4,9,18,0,72,GA
18,35,40,244,313,GA
1,19,13,23,119,GA
0,9,0,28,80,RANDOM
12,24,1,210,242,GA
13,37,53,57,289,GA
0,9,8,2,31,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
8,30,24,3,153,GA
13,95,60,1088,589,GA
0,11,0,41,60,GA
8,156,74,770,651,RANDOM
4,8,1,10,98,GA
11,22,1,171,224,GA
0,7,5,5,48,GA
6,4,23,1,91,GA
0,2,0,1,31,RANDOM
2,4,1,0,62,GA
1,4,1,0,31,GA
3,10,7,0,84,GA
5,10,1,21,116,GA
1,1,0,0,11,RANDOM
3,0,0,0,28,RANDOM
1,2,2,0,39,GA
0,6,4,0,35,GA
7,49,56,183,174,GA
1,2,0,0,36,GA
5,7,6,0,77,GA
10,91,56,90,532,RANDOM
8,13,25,13,275,GA
1,37,42,78,323,GA
14,46,19,0,295,GA
1,5,0,0,63,GA
4,13,11,0,136,RANDOM
5,15,14,34,91,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
9,18,1,105,188,GA
11,5,17,0,102,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
5,20,7,20,138,GA
4,21,43,96,182,RANDOM
35,79,122,415,691,GA
8,30,21,4,201,GA
1,8,0,12,54,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
17,34,1,465,332,GA
5,26,23,24,138,RANDOM
3,27,25,0,163,GA
0,2,2,1,39,GA
2,21,19,0,123,RANDOM
8,16,1,78,170,GA
3,44,7,54,140,RANDOM
6,33,35,313,264,GA
2,12,11,37,178,GA
1,2,1,1,40,GA
5,7,19,3,88,GA
11,22,1,171,224,GA
7,25,24,21,251,GA
1,6,1,4,121,GA
1,2,1,1,40,GA
1,4,1,4,22,GA
10,12,36,4,107,GA
1,1,6,0,35,RANDOM
2,0,0,0,43,RANDOM
3,6,2,0,62,GA
22,306,72,8680,2361,GA
1,13,9,3,101,GA
2,7,0,2,54,GA
7,3,17,1,99,GA
1,2,0,0,16,GA
1,2,1,1,40,GA
1,19,13,4,110,RANDOM
7,304,153,7134,1639,RANDOM
5,31,27,63,313,GA
1,2,1,1,40,GA
2,5,2,0,53,GA
7,4,1,3,75,GA
3,10,10,6,91,GA
13,26,1,253,260,GA
1,27,15,87,118,GA
2,8,7,4,101,GA
9,18,1,105,188,GA
4,11,21,7,138,RANDOM
1,4,5,0,70,GA
1,2,3,1,41,RANDOM
4,3,2,0,19,GA
1,1,6,0,33,RANDOM
20,50,100,109,537,RANDOM
5,21,14,127,148,RANDOM
1,2,1,1,40,GA
6,7,16,0,117,RANDOM
10,20,1,136,206,GA
5,6,7,3,72,GA
1,2,1,1,40,GA
2,12,7,28,83,GA
7,8,20,3,91,RANDOM
1,4,2,2,215,GA
9,18,1,105,188,GA
3,5,4,6,53,GA
6,258,89,165,1143,GA
0,14,13,6,138,GA
10,17,15,7,106,GA
4,19,16,43,102,GA
1,4,0,0,16,GA
1,2,1,1,40,GA
5,10,1,21,116,GA
6,11,7,5,90,GA
9,47,26,820,202,GA
3,19,9,73,90,GA
1,6,0,15,31,RANDOM
0,6,5,0,67,GA
5,25,31,25,187,RANDOM
4,8,1,10,98,GA
12,23,12,17,126,GA
1,5,3,2,43,RANDOM
6,11,7,4,77,GA
6,12,1,36,134,GA
8,37,20,285,127,GA
0,3,13,1,37,GA
4,6,10,0,61,GA
1,4,0,6,62,GA
3,6,3,3,40,GA
2,4,7,0,46,GA
4,45,45,124,271,GA
6,22,11,198,121,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
4,6,8,6,84,GA
6,35,0,380,619,GA
1,2,1,1,40,GA
7,22,11,32,178,GA
3,110,46,983,621,GA
0,2,0,1,39,RANDOM
1,5,0,10,54,RANDOM
3,6,1,3,80,GA
5,10,1,21,116,GA
3,19,20,19,144,GA
0,23,3,191,128,GA
4,25,34,34,229,GA
3,34,23,153,160,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
29,140,125,412,578,GA
6,24,13,77,138,GA
12,48,67,58,500,GA
1,8,5,9,56,GA
5,10,1,21,116,GA
11,22,1,171,224,GA
1,2,0,1,15,GA
12,23,45,10,185,GA
4,19,9,116,251,GA
15,26,43,92,274,GA
0,6,0,9,46,RANDOM
12,24,1,210,242,GA
12,24,1,210,242,GA
1,2,1,1,40,GA
7,6,13,1,44,GA
1,2,0,1,41,RANDOM
0,2,0,0,40,GA
1,26,37,4,321,RANDOM
30,44,54,215,443,RANDOM
1,3,2,0,19,RANDOM
3,5,15,8,70,RANDOM
7,4,0,6,76,GA
1,14,1,6,61,GA
4,10,14,4,74,GA
2,3,4,0,33,GA
0,4,20,0,57,GA
1,7,0,15,53,GA
2,2,1,0,14,GA
1,14,0,29,123,RANDOM
19,38,1,595,368,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
2,1,7,0,11,GA
1,2,1,1,40,GA
0,5,1,0,25,RANDOM
3,4,8,0,51,GA
4,30,11,29,140,GA
2,2,1,1,20,RANDOM
1,2,0,1,14,GA
1,1,0,0,6,RANDOM
4,52,38,49,504,RANDOM
1,9,4,30,71,GA
4,8,1,10,98,GA
8,16,1,78,170,GA
1,1,3,0,16,RANDOM
0,4,0,0,57,RANDOM
2,35,44,3,490,RANDOM
7,18,9,19,108,GA
8,16,9,10,114,GA
3,9,4,26,116,GA
8,16,1,78,170,GA
2,2,1,0,17,GA
1,17,16,6,101,GA
10,74,70,679,758,GA
1,3,1,1,33,GA
3,14,16,1,101,GA
10,40,32,137,359,GA
3,15,23,4,174,GA
4,13,31,11,112,GA
0,2,0,1,18,RANDOM
4,3,3,3,25,GA
1,2,1,1,40,GA
4,18,18,0,75,GA
0,4,0,6,20,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
1,11,0,16,42,GA
1,1,0,0,35,RANDOM
11,22,1,171,224,GA
10,50,57,0,543,GA
4,16,20,11,92,GA
1,2,1,1,40,GA
7,13,6,39,78,GA
3,5,12,1,43,GA
3,81,45,1105,480,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
19,72,68,230,390,GA
16,96,66,2143,385,GA
1,2,1,1,40,GA
19,41,54,10,236,RANDOM
6,19,10,52,145,GA
1,10,1,10,41,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
1,3,7,0,39,GA
2,33,44,66,196,GA
5,2,3,0,19,RANDOM
4,1,1,0,35,RANDOM
2,11,24,17,92,GA
2,1,2,0,20,RANDOM
1,2,1,1,40,GA
34,37,54,142,304,GA
1,2,1,1,40,GA
5,19,13,0,136,GA
3,10,2,16,66,GA
17,10,17,10,85,RANDOM
1,19,12,0,158,GA
1,2,1,1,40,GA
6,54,79,71,506,GA
12,24,1,210,242,GA
0,5,4,0,30,GA
13,26,1,253,260,GA
2,0,0,0,5,RANDOM
2,53,55,625,470,RANDOM
4,8,1,10,98,GA
2,4,1,0,62,GA
6,14,28,34,78,GA
1,2,1,1,40,GA
6,18,22,41,152,RANDOM
1,2,1,1,40,GA
6,12,1,36,134,GA
9,48,34,1128,227,GA
1,23,8,6,164,GA
6,12,1,36,134,GA
1,70,28,151,279,GA
1,2,1,1,40,GA
5,10,1,21,116,GA
2,31,24,16,246,GA
34,36,52,149,217,GA
11,22,1,171,224,GA
3,10,1,3,74,GA
2,3,0,0,27,GA
16,31,74,0,301,GA
3,2,4,0,42,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
13,26,1,253,260,GA
7,14,1,55,152,GA
1,19,23,0,111,GA
6,7,5,10,114,GA
1,2,3,1,36,GA
3,10,6,1,68,GA
1,2,1,1,40,GA
8,11,5,12,100,RANDOM
4,6,8,0,38,GA
3,6,11,0,33,GA
7,14,1,55,152,GA
1,2,1,1,40,GA
1,18,4,0,75,GA
2,3,2,0,18,GA
24,28,41,71,232,GA
4,7,2,0,58,GA
1,2,1,1,40,GA
5,75,42,357,307,GA
4,1,0,0,19,GA
1,1,0,0,22,GA
1,2,1,1,40,GA
11,22,1,171,224,GA
7,27,13,70,237,GA
12,35,33,217,368,GA
1,17,13,85,64,RANDOM
6,4,0,6,48,GA
1,3,0,3,24,GA
4,27,50,29,394,GA
3,6,2,0,82,GA
7,36,59,132,275,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
7,14,1,55,152,GA
6,6,7,0,42,GA
0,8,0,5,77,GA
1,2,1,1,40,GA
18,37,45,34,272,GA
4,11,6,0,62,GA
3,6,0,13,44,GA
9,18,22,0,119,RANDOM
6,12,19,11,121,GA
2,9,0,30,112,GA
3,15,23,0,120,GA
1,2,1,1,40,GA
13,26,1,253,260,GA
9,18,1,105,188,GA
5,14,28,62,95,GA
5,10,18,0,149,GA
1,0,0,0,4,RANDOM
8,16,1,78,170,GA
3,6,1,3,80,GA
3,6,1,3,80,GA
1,2,1,1,40,GA
6,12,1,36,134,GA
8,12,25,0,128,GA
1,3,0,0,34,RANDOM
1,137,90,892,1085,GA
6,12,1,36,134,GA
4,9,2,4,68,GA
27,93,95,580,790,GA
3,6,1,3,80,GA
1,10,5,12,56,GA
7,35,18,0,261,GA
8,9,5,1,58,GA
4,8,1,10,98,GA
8,33,18,75,240,GA
6,22,20,0,184,GA
7,13,25,34,113,GA
1,2,1,1,40,GA
7,14,1,55,152,GA
1,1,0,0,11,RANDOM
3,6,1,3,80,GA
3,6,1,3,80,GA
2,10,10,0,109,GA
13,55,77,142,530,GA
14,22,57,2,317,RANDOM
13,26,1,253,260,GA
1,2,1,1,40,GA
12,48,32,591,540,RANDOM
2,4,0,0,21,RANDOM
12,24,1,210,242,GA
1,3,0,0,36,GA
8,21,23,0,132,GA
35,48,36,8,560,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
2,3,1,1,16,GA
5,22,10,164,149,GA
12,24,1,210,242,GA
1,2,1,1,40,GA
4,28,5,0,149,GA
8,34,17,110,305,GA
2,20,37,40,284,GA
4,8,1,10,98,GA
21,40,16,276,237,RANDOM
148,449,363,9784,2803,GA
6,34,42,91,285,GA
18,36,1,528,350,GA
12,28,38,23,290,RANDOM
7,14,1,55,152,GA
9,18,1,105,188,GA
3,9,4,0,38,GA
13,14,21,0,81,GA
7,28,25,52,212,GA
6,6,7,1,76,GA
1,6,3,0,94,GA
9,45,23,266,426,GA
1,2,0,1,62,GA
1,2,4,1,43,GA
1,2,1,1,40,GA
37,81,26,2416,539,GA
1,26,15,15,148,RANDOM
6,22,22,3,175,GA
3,6,1,3,80,GA
16,479,57,21,2451,GA
5,40,24,0,124,GA
7,6,13,1,46,GA
5,34,37,0,273,GA
0,5,2,4,107,GA
1,8,8,26,168,GA
0,4,6,0,39,RANDOM
7,9,2,36,90,GA
4,12,16,0,64,GA
1,5,2,0,104,RANDOM
0,0,0,0,21,RANDOM
2,12,12,0,72,GA
1,2,0,1,29,RANDOM
0,37,13,45,537,GA
9,18,1,105,188,GA
1,0,0,0,29,RANDOM
1,2,1,1,40,GA
0,15,2,55,61,GA
2,2,5,1,34,GA
12,37,52,29,248,RANDOM
1,2,1,1,40,GA
1,2,1,1,40,GA
2,5,4,3,29,GA
4,16,20,19,96,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
3,45,10,0,172,RANDOM
4,3,5,1,34,GA
2,5,7,0,53,GA
1,6,5,1,188,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
15,30,1,351,296,GA
4,46,26,15,178,GA
1,2,1,1,40,GA
2,2,4,1,14,RANDOM
13,26,1,253,260,GA
5,30,26,84,322,GA
1,14,7,24,77,GA
4,3,2,0,20,RANDOM
8,57,30,770,624,RANDOM
2,2,3,1,24,RANDOM
5,10,1,21,116,GA
7,13,6,39,80,GA
6,5,20,1,78,RANDOM
2,5,11,0,77,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
9,30,20,15,109,GA
1,12,12,8,97,RANDOM
12,24,1,210,242,GA
1,2,1,1,40,GA
2,4,1,0,62,GA
7,6,10,3,60,GA
5,10,1,21,116,GA
2,22,18,0,154,GA
0,12,0,54,64,GA
13,38,18,292,336,GA
0,4,6,0,52,GA
6,12,1,36,134,GA
19,128,69,1050,487,GA
1,2,1,1,40,GA
2,2,5,1,35,GA
12,47,32,990,202,GA
9,18,1,105,188,GA
1,80,41,66,373,GA
4,2,6,1,43,GA
1,2,1,1,40,GA
1,2,1,1,40,GA
1,1,0,0,76,RANDOM
11,108,51,1,368,RANDOM
4,8,1,10,98,GA
11,22,1,171,224,GA
2,5,14,0,66,GA
3,6,1,3,80,GA
12,24,1,210,242,GA
4,5,1,0,57,GA
0,4,0,2,75,RANDOM
3,3,2,0,33,RANDOM
6,12,1,36,134,GA
5,21,19,67,178,GA
1,2,1,1,40,RANDOM
7,14,1,55,152,GA
1,2,1,1,40,GA
2,5,2,10,29,RANDOM
1,8,11,0,129,GA
4,13,29,2,94,GA
2,1,8,0,23,RANDOM
6,15,24,21,104,GA
0,8,1,14,75,GA
0,5,12,1,71,GA
6,14,0,91,152,GA
4,4,19,3,129,GA
1,1,0,0,19,GA
1,5,12,4,85,GA
4,12,20,11,95,GA
8,16,1,78,170,GA
8,16,1,78,170,GA
2,40,33,4,267,GA
